Month,Day,Hour,Primary Type,Description,Location Description,Arrest,District,Ward,Latitude,Longitude
1,4,0,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,3,20,41.77289113,-87.61965751
1,4,21,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,9,3,41.80076402,-87.642872
1,3,9,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,FALSE,6,8,41.72937664,-87.60336424
1,4,9,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,15,29,41.90213931,-87.76608727
1,3,15,THEFT,FROM BUILDING,APARTMENT,FALSE,6,17,41.75351184,-87.64775451
1,4,20,THEFT,$500 AND UNDER,RESIDENCE,FALSE,8,18,41.76425442,-87.71167239
1,4,15,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,FALSE,8,13,41.77132675,-87.72660857
1,3,15,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,FALSE,6,17,41.75351184,-87.64775451
1,4,13,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,APARTMENT,FALSE,24,50,41.99841903,-87.68259042
1,3,13,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,12,2,41.86155927,-87.65976218
1,4,8,THEFT,$500 AND UNDER,STREET,FALSE,17,38,41.95330341,-87.73172367
1,4,13,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,24,40,41.99263963,-87.68111534
1,4,15,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,16,38,41.96392281,-87.779578
1,4,12,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,11,28,41.88634071,-87.7119996
1,4,5,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,11,24,41.87186844,-87.70661031
1,5,1,THEFT,RETAIL THEFT,GAS STATION,FALSE,6,21,41.73671109,-87.66308714
1,4,23,THEFT,FROM BUILDING,RESIDENCE-GARAGE,FALSE,18,27,41.9037405,-87.64166811
1,3,0,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,11,28,41.86763922,-87.70204037
1,1,4,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,TRUE,15,28,41.87858449,-87.7462391
1,5,12,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,BAR OR TAVERN,TRUE,8,16,41.78627901,-87.70140181
1,5,1,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,25,37,41.92277905,-87.75733545
1,5,1,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,1,42,41.88570208,-87.64203164
1,5,1,ASSAULT,SIMPLE,APARTMENT,TRUE,4,7,41.75106192,-87.56379618
1,5,2,THEFT,$500 AND UNDER,STREET,FALSE,19,32,41.93239893,-87.66869755
1,1,20,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,5,34,41.69902045,-87.62687197
1,5,7,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,4,7,41.75662246,-87.56511513
1,5,0,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,FALSE,11,2,41.87289689,-87.69453879
1,5,17,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,11,28,41.87710367,-87.72431291
1,5,16,NARCOTICS,ALTER/FORGE PRESCRIPTION,HOSPITAL BUILDING/GROUNDS,TRUE,4,8,41.74931588,-87.56862867
1,5,18,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,FALSE,7,16,41.7788388,-87.65326658
1,5,19,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,16,45,41.98494336,-87.768299
1,5,14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,FALSE,1,42,41.88219197,-87.63383639
1,5,1,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,8,14,41.79282794,-87.70109546
1,5,21,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,20,48,41.98367149,-87.65551579
1,5,20,THEFT,RETAIL THEFT,OTHER,FALSE,1,42,41.88253954,-87.62785054
1,5,18,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,24,48,41.99162915,-87.65543137
1,5,14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,7,17,41.77682314,-87.6604956
1,5,8,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,3,5,41.7850493,-87.58656679
1,3,13,BATTERY,SIMPLE,OTHER,FALSE,19,47,41.94947093,-87.69140378
1,5,19,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,25,31,41.93419264,-87.75250279
1,2,10,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,OTHER,TRUE,14,35,41.93035573,-87.70951465
1,4,12,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DEPARTMENT STORE,FALSE,14,32,41.92046017,-87.67083136
1,5,22,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,8,15,41.77648259,-87.68478756
1,1,19,BATTERY,SIMPLE,RESTAURANT,FALSE,1,42,41.88538929,-87.62626577
1,5,0,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,FALSE,5,34,41.68228588,-87.66031358
1,3,13,INTIMIDATION,EXTORTION,RESIDENCE,FALSE,10,24,41.84918085,-87.70395061
1,5,8,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,14,26,41.91284761,-87.71663631
1,5,23,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,2,4,41.81136567,-87.60561072
1,6,12,THEFT,OVER $500,STREET,FALSE,14,1,41.90943887,-87.67600044
1,6,12,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,FALSE,4,7,41.72633867,-87.55770247
1,6,1,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,7,17,41.77147691,-87.662784
1,6,12,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,TRUE,14,26,41.92462004,-87.71555652
1,6,12,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,22,21,41.72992685,-87.64952936
1,6,12,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,25,37,41.91440137,-87.76237445
1,6,12,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,PARKING LOT/GARAGE(NON.RESID.),TRUE,6,6,41.72883584,-87.60463426
1,4,9,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,19,43,41.92824261,-87.63921328
1,1,22,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,8,14,41.79985068,-87.70864018
1,6,4,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,8,14,41.81876151,-87.72396354
1,6,6,THEFT,OVER $500,STREET,FALSE,17,33,41.95619534,-87.71053477
1,6,10,BURGLARY,UNLAWFUL ENTRY,OTHER,FALSE,9,11,41.82768191,-87.66549631
1,6,18,ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET,FALSE,22,34,41.67915833,-87.67087784
1,6,4,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,10,24,41.85171809,-87.7092626
1,6,22,THEFT,$500 AND UNDER,STREET,FALSE,18,32,41.92160694,-87.66556501
1,6,16,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,PARKING LOT/GARAGE(NON.RESID.),FALSE,25,29,41.92381892,-87.77620622
1,6,20,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,HOSPITAL BUILDING/GROUNDS,FALSE,7,20,41.778099,-87.63380654
1,6,13,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,4,8,41.74707343,-87.56981326
1,4,6,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,16,45,41.98317481,-87.78271775
1,6,20,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,20,47,41.9696943,-87.68044119
1,6,0,THEFT,$500 AND UNDER,ALLEY,FALSE,2,3,41.79552698,-87.62781179
1,3,7,OTHER OFFENSE,TELEPHONE THREAT,OTHER,FALSE,8,17,41.7712147,-87.67966441
1,3,0,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,FALSE,5,9,41.68394867,-87.61933796
1,3,14,THEFT,$500 AND UNDER,OTHER,FALSE,4,7,41.72236134,-87.5840476
1,4,9,DECEPTIVE PRACTICE,BOGUS CHECK,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,11,28,41.8819499,-87.73367874
1,3,12,BURGLARY,UNLAWFUL ENTRY,BAR OR TAVERN,FALSE,1,3,41.84526711,-87.62695362
1,5,7,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,10,24,41.8493534,-87.70639703
1,7,1,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,19,44,41.94624188,-87.65574333
1,6,20,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,1,42,41.886817,-87.62905947
1,1,12,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,1,42,41.88614694,-87.62452403
1,6,20,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,17,33,41.96840942,-87.71248973
1,6,1,HOMICIDE,FIRST DEGREE MURDER,PORCH,FALSE,6,8,41.7375811,-87.60363407
1,7,12,ASSAULT,SIMPLE,OTHER,TRUE,24,40,41.99712523,-87.66047188
1,7,12,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,3,5,41.75924279,-87.58837979
1,3,20,THEFT,FROM BUILDING,RESIDENCE-GARAGE,FALSE,22,19,41.68165974,-87.67444707
1,7,9,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,24,49,42.01491427,-87.67106264
1,7,9,THEFT,FROM BUILDING,OTHER,FALSE,9,11,41.83638523,-87.66571041
1,7,11,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,DEPARTMENT STORE,FALSE,18,42,41.8949934,-87.622149
1,7,13,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,1,2,41.86844745,-87.64222859
1,7,17,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,14,32,41.91160956,-87.67936551
1,7,21,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,3,5,41.7746266,-87.59294201
1,7,21,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,18,32,41.92160694,-87.66556501
1,7,22,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,18,32,41.92160694,-87.66556501
1,7,20,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,12,25,41.85390879,-87.6817302
1,7,22,THEFT,$500 AND UNDER,STREET,FALSE,24,50,42.01381231,-87.70295563
1,3,12,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,4,7,41.71885063,-87.57266017
1,5,18,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,6,17,41.7550368,-87.66719917
1,2,0,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,GAS STATION,FALSE,12,2,41.88114675,-87.68778433
1,1,12,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,14,26,41.90731109,-87.71281022
1,6,9,THEFT,$500 AND UNDER,DEPARTMENT STORE,TRUE,1,42,41.88350019,-87.6278767
1,7,23,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,FALSE,18,42,41.88975195,-87.63107289
1,3,16,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,8,15,41.77862075,-87.68728477
1,6,17,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,3,5,41.76393561,-87.59093531
1,1,3,THEFT,OVER $500,OTHER,FALSE,1,2,41.85967742,-87.62565339
1,6,17,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,3,5,41.76757017,-87.57389208
1,4,17,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,10,24,41.85494003,-87.70778137
1,5,12,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,FALSE,22,34,41.70613172,-87.64645631
1,4,9,THEFT,OVER $500,RESIDENCE,FALSE,17,33,41.96308572,-87.69696258
1,4,0,THEFT,FROM BUILDING,RESIDENCE,FALSE,9,25,41.85287868,-87.63577091
1,7,10,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,12,2,41.86427335,-87.66023297
1,8,12,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,15,29,41.89190396,-87.77293207
1,8,12,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,3,6,41.75975046,-87.61028457
1,8,12,OTHER OFFENSE,PAROLE VIOLATION,VEHICLE NON-COMMERCIAL,TRUE,9,12,41.81402074,-87.66925154
1,8,12,BATTERY,SIMPLE,SIDEWALK,TRUE,18,42,41.89005327,-87.6287448
1,8,2,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,12,27,41.88705768,-87.64751474
1,1,17,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL/MOTEL,TRUE,18,42,41.89994592,-87.62779856
1,8,1,THEFT,$500 AND UNDER,STREET,FALSE,2,5,41.80003764,-87.60393449
1,8,10,THEFT,FROM BUILDING,RESTAURANT,FALSE,18,42,41.88943553,-87.62959262
1,8,0,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,FALSE,25,31,41.93233625,-87.75496357
1,8,10,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,24,48,41.99162915,-87.65543137
1,8,14,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,11,28,41.88092998,-87.70963942
1,8,23,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,11,28,41.86982558,-87.70089538
1,8,12,CRIMINAL TRESPASS,TO RESIDENCE,NURSING HOME/RETIREMENT HOME,TRUE,9,3,41.82862242,-87.63265869
